0,449765485112165
-0,372189866807895
0,473689237325531
-0,497530358606431
-0,362610692435951
0,0601074693538749
-0,335234337875263
-0,0878965084384645
-0,472337829510288
-0,0637071180027225
0,39478069551001
-0,151803107919731
0,476470037172866
0,426358114428054
0,440082964925134
-0,310712627512735
-0,333913415363659
-0,157688126914278
0,413398058075726
0,445207215520489
-0,217258567834987
-0,0309182682684242
0,22734066877856
-0,290321980039739
0,305244398716792
-0,463590265743418
0,476255336397308
0,340733218020764
-0,191663858658465
-0,0881672811639343
0,121079730159175
0,259493798371169
0,466686472157245
-0,0232196817262313
-0,209933882664145
-9,17078826948791E-05
0,325403503001256
0,0910736101637937
0,327573249036248
0,0192022493664186
0,152370358695383
-0,0831356633377995
-0,0694991849063416
-0,328585918058528
0,153138129342856
-0,187168306587864
0,417397203773945
0,150400415173841
-0,363842445913395
-0,430862303313578
0,509480804748557
-0,16917857459141
0,323408259051292
0,251986678841743
-0,220765361254814
-0,0137749111343727
-0,0977735736260484
0,266798039687012
-0,297404575153786
-0,393460754405313
0,105523458189748
-0,147003168682805
-0,371658751897057
0,138724003461342
0,344017976464586
-0,181444495977621
0,0594609157867904
0,21569778246786
0,299642527874478
0,131328230740272
0,0181671963534364
0,226691798991174
0,198272614631631
0,0340192423012679
-0,0371655019511934
0,646336562132202
-0,187090920854666
0,385472761861382
0,310141779485146
0,281996390709918
-0,272587460928192
-0,0678332652591315
0,33279660910096
-0,16195093237265
0,0349484242930208
-0,00563225328306888
0,631911391736955
-0,0555622716224789
-0,1183682952078
0,492781348932857
1,21338052206561
1,16934099568096
1,76020538515919
0,228398140393383
0,434420115283886
-0,467901243662901
-0,48637564963808
-0,0273109036334553
-0,154572646438411
0,00785456807718354
0,526600146462431
0,0111307168207645
-0,374882236025855
0,193023521310195
0,202292622859726
-6,17173528191093
0,286348907177499
-0,0954688757636905
